Trip,Date/Time,Latitude,Longitude,Heading,Speed (kph),Ignition,Type,New_Track
5327216789,01/11/2016 5:34,5.5978,-0.203,233,0,Yes,T,1
5327216789,01/11/2016 5:35,5.59755,-0.20314,233,0,Yes,T,0
5327216789,01/11/2016 5:38,5.59748,-0.20284,128,0,Yes,T,0
5327216789,01/11/2016 5:38,5.59739,-0.20267,211,13,Yes,T,0
5327216789,01/11/2016 5:39,5.59692,-0.20305,221,33,Yes,T,0
5327216789,01/11/2016 5:39,5.5962,-0.20355,140,9,Yes,T,0
5327216789,01/11/2016 5:40,5.5953,-0.20257,132,15,Yes,T,0
5327216789,01/11/2016 5:40,5.5949,-0.20203,64,18,Yes,T,0
5327216789,01/11/2016 5:40,5.59576,-0.20073,137,17,Yes,T,0
5327216789,01/11/2016 5:41,5.59527,-0.2004,123,25,Yes,T,0
5327216789,01/11/2016 5:41,5.59513,-0.20014,112,15,Yes,T,0
5327216789,01/11/2016 5:41,5.59511,-0.19982,81,21,Yes,T,0
5327216789,01/11/2016 5:41,5.59585,-0.19813,47,24,Yes,T,0
5327216789,01/11/2016 5:42,5.59647,-0.19775,11,5,Yes,T,0
5327216789,01/11/2016 5:42,5.59684,-0.1978,32,15,Yes,T,0
5327216789,01/11/2016 5:43,5.5986,-0.19662,33,15,Yes,T,0
5327216789,01/11/2016 5:43,5.5991,-0.19624,92,10,Yes,T,0
5327216789,01/11/2016 5:44,5.59802,-0.1946,129,15,Yes,T,0
5327216789,01/11/2016 5:44,5.59787,-0.19415,48,22,Yes,T,0
5327216789,01/11/2016 5:44,5.59837,-0.19372,71,0,Yes,T,0
5327216789,01/11/2016 5:44,5.59827,-0.19348,123,31,Yes,T,0
5327216789,01/11/2016 5:45,5.59644,-0.19078,127,47,Yes,T,0
5327216789,01/11/2016 5:46,5.59149,-0.18338,153,63,Yes,T,0
5327216789,01/11/2016 5:47,5.58929,-0.18227,137,0,Yes,T,0
5327216789,01/11/2016 5:47,5.58918,-0.1821,127,32,Yes,T,0
5327216789,01/11/2016 5:48,5.58769,-0.1761,116,17,Yes,T,0
5327216789,01/11/2016 5:48,5.58769,-0.1761,116,17,Yes,T,0
5327216789,01/11/2016 5:48,5.58753,-0.17596,161,21,Yes,T,0
5327216789,01/11/2016 5:48,5.58617,-0.17617,207,28,Yes,T,0
5327216789,01/11/2016 5:48,5.58605,-0.17634,255,30,Yes,T,0
5327216789,01/11/2016 5:48,5.5851,-0.1784,232,65,Yes,T,0
5327216789,01/11/2016 5:49,5.58344,-0.18062,233,74,Yes,T,0
5327216789,01/11/2016 5:49,5.57934,-0.18589,150,10,Yes,T,0
5327216789,01/11/2016 5:49,5.57927,-0.18569,138,9,Yes,T,0
5327216789,01/11/2016 5:50,5.57927,-0.1857,282,0,Yes,T,0
5327216789,01/11/2016 5:50,5.57931,-0.18573,282,0,No,T,0
5327311044,01/11/2016 6:10,5.57931,-0.18573,282,0,Yes,T,1
5327311044,01/11/2016 6:16,5.5791,-0.18566,113,20,Yes,T,0
5327311044,01/11/2016 6:16,5.57907,-0.18545,78,12,Yes,T,0
5327311044,01/11/2016 6:16,5.57936,-0.185,22,24,Yes,T,0
5327311044,01/11/2016 6:16,5.57953,-0.18507,326,29,Yes,T,0
5327311044,01/11/2016 6:16,5.57989,-0.18527,4,11,Yes,T,0
5327311044,01/11/2016 6:17,5.58149,-0.18316,54,73,Yes,T,0
5327311044,01/11/2016 6:17,5.5823,-0.18216,12,15,Yes,T,0
5327311044,01/11/2016 6:18,5.58623,-0.18283,330,36,Yes,T,0
5327311044,01/11/2016 6:18,5.58692,-0.18332,20,23,Yes,T,0
5327311044,01/11/2016 6:19,5.58882,-0.18199,36,20,Yes,T,0
5327311044,01/11/2016 6:19,5.59214,-0.18063,12,51,Yes,T,0
5327311044,01/11/2016 6:20,5.59682,-0.17959,12,78,Yes,T,0
5327311044,01/11/2016 6:21,5.59919,-0.17905,13,17,Yes,T,0
5327311044,01/11/2016 6:22,5.60488,-0.17777,17,0,Yes,T,0
5327311044,01/11/2016 6:23,5.61192,-0.17624,11,87,Yes,T,0
5327311044,01/11/2016 6:24,5.62046,-0.17615,3,18,Yes,T,0
5327311044,01/11/2016 6:25,5.6209,-0.17613,6,0,Yes,T,0
5327311044,01/11/2016 6:26,5.625,-0.17639,359,71,Yes,T,0
5327311044,01/11/2016 6:27,5.62852,-0.17655,355,39,Yes,T,0
5327311044,01/11/2016 6:28,5.63826,-0.17758,351,53,Yes,T,0
5327311044,01/11/2016 6:29,5.6396,-0.17782,349,0,Yes,T,0
5327311044,01/11/2016 6:30,5.64028,-0.17794,349,33,Yes,T,0
5327311044,01/11/2016 6:30,5.64165,-0.17818,10,5,Yes,T,0
5327311044,01/11/2016 6:31,5.64183,-0.17822,349,25,Yes,T,0
5327311044,01/11/2016 6:32,5.65198,-0.18031,348,82,Yes,T,0
5327311044,01/11/2016 6:32,5.65444,-0.18039,8,84,Yes,T,0
5327311044,01/11/2016 6:32,5.65943,-0.17864,15,20,Yes,T,0
5327311044,01/11/2016 6:33,5.65951,-0.17862,15,0,Yes,T,0
5327311044,01/11/2016 6:34,5.66224,-0.17805,12,77,Yes,T,0
5327311044,01/11/2016 6:35,5.66738,-0.1769,341,14,Yes,T,0
5327311044,01/11/2016 6:35,5.66755,-0.17712,297,20,Yes,T,0
5327311044,01/11/2016 6:35,5.66748,-0.17729,236,24,Yes,T,0
5327311044,01/11/2016 6:35,5.66731,-0.17763,273,22,Yes,T,0
5327311044,01/11/2016 6:35,5.66754,-0.17759,20,13,Yes,T,0
5327311044,01/11/2016 6:36,5.66739,-0.17779,208,0,Yes,T,0
5327311044,01/11/2016 6:37,5.66734,-0.18327,270,42,Yes,T,0
5327311044,01/11/2016 6:38,5.66737,-0.19013,269,48,Yes,T,0
5327311044,01/11/2016 6:39,5.66741,-0.19601,271,18,Yes,T,0
5327311044,01/11/2016 6:40,5.66745,-0.1998,271,39,Yes,T,0
5327311044,01/11/2016 6:41,5.66748,-0.20472,269,9,Yes,T,0
5327311044,01/11/2016 6:41,5.66749,-0.20524,276,19,Yes,T,0
5327311044,01/11/2016 6:42,5.66749,-0.20594,268,22,Yes,T,0
5327311044,01/11/2016 6:43,5.66754,-0.21271,270,55,Yes,T,0
5327311044,01/11/2016 6:44,5.66759,-0.21947,270,57,Yes,T,0
5327311044,01/11/2016 6:45,5.66764,-0.22732,270,58,Yes,T,0
5327311044,01/11/2016 6:46,5.66769,-0.23338,269,46,Yes,T,0
5327311044,01/11/2016 6:47,5.6677,-0.23867,275,8,Yes,T,0
5327311044,01/11/2016 6:47,5.66805,-0.23892,357,13,Yes,T,0
5327311044,01/11/2016 6:47,5.66851,-0.23885,38,5,Yes,T,0
5327311044,01/11/2016 6:48,5.66859,-0.23884,14,0,Yes,T,0
5327311044,01/11/2016 6:57,5.67176,-0.23886,0,45,Yes,T,0
5327311044,01/11/2016 6:58,5.67778,-0.23888,350,33,Yes,T,0
5327311044,01/11/2016 6:58,5.68016,-0.2399,329,39,Yes,T,0
5327311044,01/11/2016 6:58,5.68127,-0.24044,303,16,Yes,T,0
5327311044,01/11/2016 6:59,5.68215,-0.24144,309,47,Yes,T,0
5327311044,01/11/2016 7:00,5.68649,-0.24582,330,22,Yes,T,0
5327311044,01/11/2016 7:00,5.68782,-0.24673,335,21,Yes,T,0
5327311044,01/11/2016 7:01,5.6892,-0.24724,335,19,Yes,T,0
5327311044,01/11/2016 7:02,5.69084,-0.24795,340,6,Yes,T,0
5327311044,01/11/2016 7:03,5.69207,-0.24829,348,20,Yes,T,0
5327311044,01/11/2016 7:03,5.69468,-0.24864,5,29,Yes,T,0
5327311044,01/11/2016 7:04,5.69537,-0.24851,17,16,Yes,T,0
5327311044,01/11/2016 7:05,5.69554,-0.24843,16,0,Yes,T,0
5327311044,01/11/2016 7:07,5.69864,-0.24793,10,24,Yes,T,0
5327311044,01/11/2016 7:08,5.70138,-0.24728,19,25,Yes,T,0
5327311044,01/11/2016 7:09,5.70429,-0.24645,11,20,Yes,T,0
5327311044,01/11/2016 7:10,5.70772,-0.24587,12,10,Yes,T,0
5327311044,01/11/2016 7:11,5.71131,-0.24523,5,25,Yes,T,0
5327311044,01/11/2016 7:12,5.71524,-0.24447,14,29,Yes,T,0
5327311044,01/11/2016 7:13,5.71837,-0.24385,23,23,Yes,T,0
5327311044,01/11/2016 7:13,5.72046,-0.24279,37,25,Yes,T,0
5327311044,01/11/2016 7:14,5.72104,-0.24241,34,0,Yes,T,0
5327311044,01/11/2016 7:14,5.72371,-0.24146,357,63,Yes,T,0
5327311044,01/11/2016 7:15,5.72576,-0.24182,352,67,Yes,T,0
5327311044,01/11/2016 7:16,5.73036,-0.24152,5,0,Yes,T,0
5327311044,01/11/2016 7:16,5.73355,-0.24126,17,50,Yes,T,0
5327311044,01/11/2016 7:17,5.73545,-0.24021,33,64,Yes,T,0
5327311044,01/11/2016 7:18,5.7413,-0.23624,25,47,Yes,T,0
5327311044,01/11/2016 7:18,5.74443,-0.23451,49,62,Yes,T,0
5327311044,01/11/2016 7:18,5.74753,-0.23151,20,58,Yes,T,0
5327311044,01/11/2016 7:19,5.74876,-0.23111,19,58,Yes,T,0
5327311044,01/11/2016 7:20,5.75335,-0.2299,7,38,Yes,T,0
5327311044,01/11/2016 7:21,5.7574,-0.22857,23,0,Yes,T,0
5327311044,01/11/2016 7:21,5.75868,-0.22786,48,16,Yes,T,0
5327311044,01/11/2016 7:21,5.75895,-0.22734,83,32,Yes,T,0
5327311044,01/11/2016 7:22,5.7592,-0.2263,55,19,Yes,T,0
5327311044,01/11/2016 7:22,5.76058,-0.22484,26,18,Yes,T,0
5327311044,01/11/2016 7:23,5.7617,-0.22398,37,30,Yes,T,0
5327311044,01/11/2016 7:24,5.76566,-0.22118,39,9,Yes,T,0
5327311044,01/11/2016 7:24,5.76584,-0.21957,113,23,Yes,T,0
5327311044,01/11/2016 7:25,5.76479,-0.21849,143,23,Yes,T,0
5327311044,01/11/2016 7:25,5.76396,-0.21816,180,24,Yes,T,0
5327311044,01/11/2016 7:26,5.76034,-0.21982,229,40,Yes,T,0
5327311044,01/11/2016 7:26,5.7602,-0.22012,252,46,Yes,T,0
5327311044,01/11/2016 7:26,5.75975,-0.22089,185,11,Yes,T,0
5327311044,01/11/2016 7:26,5.7596,-0.22057,78,14,Yes,T,0
5327311044,01/11/2016 7:27,5.7597,-0.22049,29,0,Yes,T,0
5327311044,01/11/2016 7:28,5.76009,-0.22033,348,11,Yes,T,0
5327311044,01/11/2016 7:28,5.75986,-0.22079,226,30,Yes,T,0
5327311044,01/11/2016 7:29,5.7595,-0.22101,198,20,Yes,T,0
5327311044,01/11/2016 7:29,5.75924,-0.2211,194,10,Yes,T,0
5327311044,01/11/2016 7:29,5.75913,-0.22108,7,0,Yes,T,0
5327311044,01/11/2016 7:29,5.75914,-0.22108,7,0,No,T,0
5327311044,01/11/2016 7:30,5.75914,-0.22108,7,0,Yes,T,0
5327311044,01/11/2016 7:30,5.75914,-0.22108,7,0,No,T,0
5329348714,01/11/2016 16:07,5.75917,-0.22115,7,0,Yes,T,1
5329348714,01/11/2016 16:09,5.75898,-0.22108,154,8,Yes,T,0
5329348714,01/11/2016 16:09,5.75896,-0.22105,10,0,Yes,T,0
5329348714,01/11/2016 16:10,5.75918,-0.22109,330,5,Yes,T,0
5329348714,01/11/2016 16:10,5.75977,-0.22082,90,13,Yes,T,0
5329348714,01/11/2016 16:10,5.75963,-0.22053,81,12,Yes,T,0
5329348714,01/11/2016 16:10,5.75985,-0.22043,20,18,Yes,T,0
5329348714,01/11/2016 16:11,5.76005,-0.22033,25,0,No,T,0
5329532520,01/11/2016 17:09,5.76005,-0.22033,25,0,Yes,T,1
5329532520,01/11/2016 17:12,5.76019,-0.2201,77,23,Yes,T,0
5329532520,01/11/2016 17:12,5.76053,-0.21963,32,28,Yes,T,0
5329532520,01/11/2016 17:13,5.76408,-0.21813,359,42,Yes,T,0
5329532520,01/11/2016 17:13,5.7648,-0.21845,325,59,Yes,T,0
5329532520,01/11/2016 17:13,5.7659,-0.21966,287,46,Yes,T,0
5329532520,01/11/2016 17:14,5.76584,-0.22034,257,45,Yes,T,0
5329532520,01/11/2016 17:14,5.76582,-0.22104,290,15,Yes,T,0
5329532520,01/11/2016 17:14,5.76607,-0.22111,14,20,Yes,T,0
5329532520,01/11/2016 17:14,5.76788,-0.22144,346,52,Yes,T,0
5329532520,01/11/2016 17:14,5.7687,-0.22165,344,57,Yes,T,0
5329532520,01/11/2016 17:15,5.77281,-0.22173,18,23,Yes,T,0
5329532520,01/11/2016 17:15,5.77316,-0.22153,29,13,Yes,T,0
5329532520,01/11/2016 17:16,5.77638,-0.21896,54,31,Yes,T,0
5329532520,01/11/2016 17:17,5.77899,-0.21593,44,18,Yes,T,0
5329532520,01/11/2016 17:18,5.78163,-0.21321,58,28,Yes,T,0
5329532520,01/11/2016 17:18,5.78211,-0.21214,90,28,Yes,T,0
5329532520,01/11/2016 17:19,5.78215,-0.21024,46,7,Yes,T,0
5329532520,01/11/2016 17:19,5.78223,-0.21004,85,21,Yes,T,0
5329532520,01/11/2016 17:19,5.78239,-0.20973,51,28,Yes,T,0
5329532520,01/11/2016 17:20,5.78429,-0.20821,19,41,Yes,T,0
5329532520,01/11/2016 17:20,5.78532,-0.20814,343,20,Yes,T,0
5329532520,01/11/2016 17:20,5.7856,-0.20811,27,15,Yes,T,0
5329532520,01/11/2016 17:21,5.7884,-0.20656,30,38,Yes,T,0
5329532520,01/11/2016 17:21,5.78904,-0.20607,47,10,Yes,T,0
5329532520,01/11/2016 17:22,5.79119,-0.20434,38,23,Yes,T,0
5329532520,01/11/2016 17:22,5.79178,-0.20369,69,41,Yes,T,0
5329532520,01/11/2016 17:23,5.79204,-0.20119,65,40,Yes,T,0
5329532520,01/11/2016 17:23,5.79281,-0.19957,70,26,Yes,T,0
5329532520,01/11/2016 17:24,5.79413,-0.19702,28,23,Yes,T,0
5329532520,01/11/2016 17:24,5.79467,-0.19684,10,25,Yes,T,0
5329532520,01/11/2016 17:25,5.79797,-0.19541,26,35,Yes,T,0
5329532520,01/11/2016 17:25,5.79911,-0.19466,43,19,Yes,T,0
5329532520,01/11/2016 17:26,5.80112,-0.1933,28,21,Yes,T,0
5329532520,01/11/2016 17:26,5.80129,-0.19321,19,7,Yes,T,0
5329532520,01/11/2016 17:27,5.804,-0.19187,24,24,Yes,T,0
5329532520,01/11/2016 17:28,5.80654,-0.1911,9,14,Yes,T,0
5329532520,01/11/2016 17:29,5.80863,-0.19031,35,20,Yes,T,0
5329532520,01/11/2016 17:30,5.81134,-0.18953,1,19,Yes,T,0
5329532520,01/11/2016 17:31,5.81286,-0.1888,38,23,Yes,T,0
5329532520,01/11/2016 17:31,5.81316,-0.18838,70,14,Yes,T,0
5329532520,01/11/2016 17:31,5.81356,-0.18748,59,19,Yes,T,0
5329532520,01/11/2016 17:31,5.81398,-0.18671,113,21,Yes,T,0
5329532520,01/11/2016 17:32,5.81257,-0.18547,147,40,Yes,T,0
5329532520,01/11/2016 17:32,5.81243,-0.18539,149,9,Yes,T,0
5329532520,01/11/2016 17:32,5.81241,-0.18538,149,0,Yes,T,0
5329532520,01/11/2016 17:33,5.80735,-0.1828,105,62,Yes,T,0
5329532520,01/11/2016 17:33,5.80715,-0.18193,100,56,Yes,T,0
5329532520,01/11/2016 17:33,5.80675,-0.18031,129,52,Yes,T,0
5329532520,01/11/2016 17:33,5.80552,-0.17949,177,45,Yes,T,0
5329532520,01/11/2016 17:34,5.80484,-0.17978,216,54,Yes,T,0
5329532520,01/11/2016 17:34,5.80319,-0.18077,236,50,Yes,T,0
5329532520,01/11/2016 17:34,5.8023,-0.18188,205,48,Yes,T,0
5329532520,01/11/2016 17:34,5.80196,-0.18201,197,45,Yes,T,0
5329532520,01/11/2016 17:34,5.80126,-0.18237,252,19,Yes,T,0
5329532520,01/11/2016 17:35,5.80141,-0.18261,332,28,Yes,T,0
5329532520,01/11/2016 17:35,5.80237,-0.18292,288,30,Yes,T,0
5329532520,01/11/2016 17:35,5.80234,-0.18315,240,31,Yes,T,0
5329532520,01/11/2016 17:35,5.80212,-0.18329,199,38,Yes,T,0
5329532520,01/11/2016 17:35,5.80054,-0.18392,206,61,Yes,T,0
5329532520,01/11/2016 17:35,5.80002,-0.18435,243,37,Yes,T,0
5329532520,01/11/2016 17:35,5.7997,-0.18477,204,36,Yes,T,0
5329532520,01/11/2016 17:35,5.79943,-0.18479,167,37,Yes,T,0
5329532520,01/11/2016 17:35,5.7992,-0.18463,130,37,Yes,T,0
5329532520,01/11/2016 17:36,5.79862,-0.18342,149,48,Yes,T,0
5329532520,01/11/2016 17:36,5.79758,-0.18291,132,52,Yes,T,0
5329532520,01/11/2016 17:36,5.79706,-0.18262,183,38,Yes,T,0
5329532520,01/11/2016 17:36,5.79706,-0.18262,183,38,Yes,T,0
5329532520,01/11/2016 17:36,5.79601,-0.18311,221,56,Yes,T,0
5329532520,01/11/2016 17:36,5.79553,-0.18384,244,59,Yes,T,0
5329532520,01/11/2016 17:36,5.79465,-0.18532,261,50,Yes,T,0
5329532520,01/11/2016 17:36,5.79466,-0.18571,281,50,Yes,T,0
5329532520,01/11/2016 17:36,5.79479,-0.18602,297,42,Yes,T,0
5329532520,01/11/2016 17:36,5.79476,-0.18653,232,35,Yes,T,0
5329532520,01/11/2016 17:37,5.79453,-0.18668,199,36,Yes,T,0
5329532520,01/11/2016 17:37,5.79426,-0.18665,158,37,Yes,T,0
5329532520,01/11/2016 17:37,5.79336,-0.1862,181,48,Yes,T,0
5329532520,01/11/2016 17:37,5.79176,-0.18687,224,56,Yes,T,0
5329532520,01/11/2016 17:37,5.79089,-0.18739,172,41,Yes,T,0
5329532520,01/11/2016 17:37,5.79021,-0.18754,204,52,Yes,T,0
5329532520,01/11/2016 17:37,5.78841,-0.18879,169,29,Yes,T,0
5329532520,01/11/2016 17:38,5.78824,-0.18865,124,30,Yes,T,0
5329532520,01/11/2016 17:38,5.78824,-0.1884,81,37,Yes,T,0
5329532520,01/11/2016 17:38,5.78881,-0.18468,106,52,Yes,T,0
5329532520,01/11/2016 17:38,5.7884,-0.1841,139,47,Yes,T,0
5329532520,01/11/2016 17:39,5.78643,-0.18328,176,7,Yes,T,0
5329532520,01/11/2016 17:39,5.786,-0.18321,159,6,Yes,T,0
5329532520,01/11/2016 17:39,5.78589,-0.18317,158,0,Yes,T,0
5329532520,01/11/2016 17:40,5.78519,-0.18287,151,0,Yes,T,0
5329532520,01/11/2016 17:41,5.77426,-0.18118,173,84,Yes,T,0
5329532520,01/11/2016 17:42,5.76224,-0.17954,172,96,Yes,T,0
5329532520,01/11/2016 17:43,5.74945,-0.17777,170,49,Yes,T,0
5329532520,01/11/2016 17:44,5.74229,-0.17661,168,66,Yes,T,0
5329532520,01/11/2016 17:45,5.73188,-0.17437,170,72,Yes,T,0
5329532520,01/11/2016 17:46,5.72092,-0.17261,170,76,Yes,T,0
5329532520,01/11/2016 17:47,5.71947,-0.17238,170,0,Yes,T,0
5329532520,01/11/2016 17:48,5.71871,-0.17227,171,35,Yes,T,0
5329532520,01/11/2016 17:49,5.71113,-0.17152,174,54,Yes,T,0
5329532520,01/11/2016 17:50,5.70758,-0.17137,175,0,Yes,T,0
5329532520,01/11/2016 17:51,5.69964,-0.17187,184,45,Yes,T,0
5329532520,01/11/2016 17:52,5.69803,-0.17186,179,0,Yes,T,0
5329532520,01/11/2016 17:53,5.69324,-0.17176,179,71,Yes,T,0
5329532520,01/11/2016 17:54,5.68772,-0.17159,177,0,Yes,T,0
5329532520,01/11/2016 17:55,5.68696,-0.17154,177,29,Yes,T,0
5329532520,01/11/2016 17:56,5.68275,-0.17134,189,58,Yes,T,0
5329532520,01/11/2016 17:56,5.68002,-0.17251,212,26,Yes,T,0
5329532520,01/11/2016 17:57,5.67949,-0.1728,207,0,Yes,T,0
5329532520,01/11/2016 17:58,5.67788,-0.17326,196,21,Yes,T,0
5329532520,01/11/2016 17:59,5.67019,-0.17595,209,33,Yes,T,0
5329532520,01/11/2016 18:00,5.6684,-0.17696,203,0,Yes,T,0
5329532520,01/11/2016 18:04,5.66784,-0.17717,199,11,Yes,T,0
5329532520,01/11/2016 18:04,5.66723,-0.17737,173,5,Yes,T,0
5329532520,01/11/2016 18:05,5.66681,-0.17739,196,6,Yes,T,0
5329532520,01/11/2016 18:05,5.66617,-0.17751,190,24,Yes,T,0
5329532520,01/11/2016 18:06,5.66027,-0.17857,191,56,Yes,T,0
5329532520,01/11/2016 18:07,5.65016,-0.18006,169,96,Yes,T,0
5329532520,01/11/2016 18:08,5.64101,-0.17828,168,0,Yes,T,0
5329532520,01/11/2016 18:10,5.63998,-0.17811,170,17,Yes,T,0
5329532520,01/11/2016 18:11,5.63671,-0.17752,171,65,Yes,T,0
5329532520,01/11/2016 18:12,5.63152,-0.17701,173,0,Yes,T,0
5329532520,01/11/2016 18:13,5.63071,-0.17693,174,34,Yes,T,0
5329532520,01/11/2016 18:14,5.62885,-0.17679,177,0,Yes,T,0
5329532520,01/11/2016 18:15,5.62271,-0.17647,178,53,Yes,T,0
5329532520,01/11/2016 18:15,5.62118,-0.17642,183,13,Yes,T,0
5329532520,01/11/2016 18:16,5.62078,-0.17641,177,30,Yes,T,0
5329532520,01/11/2016 18:17,5.61249,-0.17623,191,70,Yes,T,0
5329532520,01/11/2016 18:18,5.60745,-0.1773,192,20,Yes,T,0
5329532520,01/11/2016 18:19,5.60602,-0.17758,191,0,Yes,T,0
5329532520,01/11/2016 18:20,5.59887,-0.17921,193,80,Yes,T,0
5329532520,01/11/2016 18:21,5.59195,-0.18082,193,11,Yes,T,0
5329532520,01/11/2016 18:22,5.58988,-0.18164,215,44,Yes,T,0
5329532520,01/11/2016 18:22,5.58938,-0.18199,212,43,Yes,T,0
5329532520,01/11/2016 18:23,5.58623,-0.18395,203,62,Yes,T,0
5329532520,01/11/2016 18:24,5.57992,-0.18642,202,0,Yes,T,0
5329532520,01/11/2016 18:28,5.57941,-0.18656,167,18,Yes,T,0
5329532520,01/11/2016 18:28,5.5793,-0.1861,64,24,Yes,T,0
5329532520,01/11/2016 18:29,5.57938,-0.1859,91,9,Yes,T,0
5329532520,01/11/2016 18:29,5.57915,-0.18579,155,0,Yes,T,0
5329532520,01/11/2016 18:30,5.57908,-0.18548,84,8,Yes,T,0
5329532520,01/11/2016 18:30,5.57915,-0.18524,68,16,Yes,T,0
5329532520,01/11/2016 18:30,5.57927,-0.18503,45,24,Yes,T,0
5329532520,01/11/2016 18:30,5.57955,-0.18506,326,23,Yes,T,0
5329532520,01/11/2016 18:31,5.57979,-0.18542,235,26,Yes,T,0
5329532520,01/11/2016 18:31,5.57932,-0.18618,262,13,Yes,T,0
5329532520,01/11/2016 18:31,5.57938,-0.18662,241,21,Yes,T,0
5329532520,01/11/2016 18:31,5.5792,-0.18673,200,32,Yes,T,0
5329532520,01/11/2016 18:32,5.57633,-0.18811,209,39,Yes,T,0
5329532520,01/11/2016 18:32,5.57599,-0.1884,243,28,Yes,T,0
5329532520,01/11/2016 18:32,5.57597,-0.18862,280,31,Yes,T,0
5329532520,01/11/2016 18:32,5.57645,-0.1896,242,16,Yes,T,0
5329532520,01/11/2016 18:33,5.57317,-0.19147,208,29,Yes,T,0
5329532520,01/11/2016 18:33,5.57304,-0.1917,284,23,Yes,T,0
5329532520,01/11/2016 18:34,5.57448,-0.19542,266,67,Yes,T,0
5329532520,01/11/2016 18:34,5.57368,-0.19926,257,44,Yes,T,0
5329532520,01/11/2016 18:34,5.57351,-0.2007,337,18,Yes,T,0
5329532520,01/11/2016 18:34,5.57379,-0.20086,280,14,Yes,T,0
5329532520,01/11/2016 18:35,5.57423,-0.20235,301,31,Yes,T,0
5329532520,01/11/2016 18:35,5.57437,-0.20251,315,26,Yes,T,0
5329532520,01/11/2016 18:35,5.57508,-0.20325,350,21,Yes,T,0
5329532520,01/11/2016 18:36,5.57712,-0.20329,1,20,Yes,T,0
5329532520,01/11/2016 18:37,5.57913,-0.20329,321,6,Yes,T,0
5329532520,01/11/2016 18:38,5.57994,-0.20452,298,11,Yes,T,0
5329532520,01/11/2016 18:38,5.58007,-0.20467,346,9,Yes,T,0
5329532520,01/11/2016 18:38,5.58067,-0.20458,340,14,Yes,T,0
5329532520,01/11/2016 18:38,5.58081,-0.20473,302,14,Yes,T,0
5329532520,01/11/2016 18:39,5.58132,-0.20566,299,15,Yes,T,0
5329532520,01/11/2016 18:40,5.58212,-0.20705,326,10,Yes,T,0
5329532520,01/11/2016 18:40,5.58237,-0.20701,12,8,Yes,T,0
5329532520,01/11/2016 18:41,5.5836,-0.2068,16,8,Yes,T,0
5329532520,01/11/2016 18:42,5.5856,-0.20628,12,9,Yes,T,0
5329532520,01/11/2016 18:43,5.58659,-0.20611,326,0,Yes,T,0
5329532520,01/11/2016 18:44,5.58698,-0.2074,279,11,Yes,T,0
5329532520,01/11/2016 18:45,5.5871,-0.20755,8,6,Yes,T,0
5329532520,01/11/2016 18:45,5.58716,-0.20755,3,0,Yes,T,0
5329532520,01/11/2016 18:46,5.58817,-0.20745,7,35,Yes,T,0
5329532520,01/11/2016 18:46,5.59027,-0.20699,36,30,Yes,T,0
5329532520,01/11/2016 18:47,5.5921,-0.20537,42,24,Yes,T,0
5329532520,01/11/2016 18:47,5.59234,-0.20524,328,13,Yes,T,0
5329532520,01/11/2016 18:48,5.59328,-0.20618,359,0,Yes,T,0
5329532520,01/11/2016 18:48,5.59385,-0.20566,45,7,Yes,T,0
5329532520,01/11/2016 18:49,5.59581,-0.20393,39,22,Yes,T,0
5329532520,01/11/2016 18:50,5.59662,-0.20323,42,0,Yes,T,0
5329532520,01/11/2016 18:52,5.59747,-0.20259,298,0,Yes,T,0
5329532520,01/11/2016 18:52,5.59762,-0.20273,319,9,Yes,T,0
5329532520,01/11/2016 18:53,5.5978,-0.20296,299,0,Yes,T,0
5329532520,01/11/2016 18:53,5.5978,-0.20296,299,0,No,T,0
5329532520,01/11/2016 18:53,5.5978,-0.20296,299,0,Yes,T,0
5329532520,01/11/2016 18:54,5.59776,-0.20299,299,0,No,T,0
5330678155,02/11/2016 5:21,5.59776,-0.20299,299,0,Yes,T,1
5330678155,02/11/2016 5:23,5.5975,-0.20272,299,0,Yes,T,0
5330678155,02/11/2016 5:24,5.59727,-0.20275,218,16,Yes,T,0
5330678155,02/11/2016 5:24,5.59626,-0.20357,182,6,Yes,T,0
5330678155,02/11/2016 5:25,5.59488,-0.20201,76,15,Yes,T,0
5330678155,02/11/2016 5:25,5.59519,-0.20172,43,37,Yes,T,0
5330678155,02/11/2016 5:25,5.59576,-0.20073,122,14,Yes,T,0
5330678155,02/11/2016 5:25,5.59523,-0.20032,121,19,Yes,T,0
5330678155,02/11/2016 5:26,5.59511,-0.19987,87,22,Yes,T,0
5330678155,02/11/2016 5:26,5.59539,-0.19894,70,20,Yes,T,0
5330678155,02/11/2016 5:26,5.59555,-0.19863,53,22,Yes,T,0
5330678155,02/11/2016 5:26,5.59636,-0.1978,18,15,Yes,T,0
5330678155,02/11/2016 5:27,5.59664,-0.19782,334,19,Yes,T,0
5330678155,02/11/2016 5:27,5.59689,-0.19778,34,19,Yes,T,0
5330678155,02/11/2016 5:27,5.59733,-0.19747,30,5,Yes,T,0
5330678155,02/11/2016 5:28,5.59909,-0.19624,103,10,Yes,T,0
5330678155,02/11/2016 5:28,5.59888,-0.196,134,19,Yes,T,0
5330678155,02/11/2016 5:28,5.59845,-0.1953,104,19,Yes,T,0
5330678155,02/11/2016 5:29,5.59786,-0.19418,51,18,Yes,T,0
5330678155,02/11/2016 5:29,5.5986,-0.19374,6,15,Yes,T,0
